Nazwa utworu;Artysta;L. Artystow;Rok wydania;Miesiac wydania;Dzien wydania;W ilu playlistach;L. odtworzen;bpm
Seven (feat. Latto) (Explicit Ver.);Latto, Jung Kook;2;2023;7;14;553;141;125
Seven (feat. Latto) (Explicit Ver.);Latto, Jung Kook;2;2023;7;14;553;141;125
Seven (feat. Latto) (Explicit Ver.);Latto, Jung Kook;2;2023;7;14;553;141;125
Seven (feat. Latto) (Explicit Ver.);Latto, Jung Kook;2;2023;7;14;553;141;125
vampire;Olivia Rodrigo;1;2023;6;30;1397;140;138
"""Apna Bana Le (From """"Bhediya"""")""";Arijit Singh, Sachin-Jigar;2;2022;11;5;86;140;94
"""Besharam Rang (From """"Pathaan"""")""";Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani;6;2022;12;12;130;140;116
Cupid;Fifty Fifty;1;2023;2;24;526;140;120
vampire;Olivia Rodrigo;1;2023;6;30;1397;140;138
vampire;Olivia Rodrigo;1;2023;6;30;1397;140;138
vampire;Olivia Rodrigo;1;2023;6;30;1397;140;138
"""Apna Bana Le (From """"Bhediya"""")""";Arijit Singh, Sachin-Jigar;2;2022;11;5;86;140;94
"""Besharam Rang (From """"Pathaan"""")""";Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani;6;2022;12;12;130;140;116
Cupid;Fifty Fifty;1;2023;2;24;526;140;120
I Really Want to Stay at Your House;Rosa Walton, Hallie Coggins;2;2020;12;18;668;140;125
Fim de Semana no Rio;teto;1;2022;3;30;315;139;119
Seu Brilho Sumiu - Ao Vivo;Israel & Rodolffo, Mari Fernandez;2;2023;3;1;967;139;154
Seu Brilho Sumiu - Ao Vivo;Israel & Rodolffo, Mari Fernandez;2;2023;3;1;967;139;154
Nos Comemos (feat. Ozuna);Ozuna, Tiago pzk;2;2022;6;2;896;138;92
Boyfriends;Harry Styles;1;2022;5;20;1517;137;118
ZOOM;Jessi;1;2022;4;13;608;137;100
Cash In Cash Out;Pharrell Williams, Tyler, The Creator, 21 Savage;4;2022;6;10;2313;137;120
Komang;Raim Laode;1;2022;8;16;158;137;134
Antidepresan;Mabel Matiz, Mert Demir;2;2022;11;4;313;137;100
Komang;Raim Laode;1;2022;8;16;158;137;134
Antidepresan;Mabel Matiz, Mert Demir;2;2022;11;4;313;137;100
Wild Flower (with youjeen);RM;1;2022;12;2;353;136;155
Merry Christmas;Ed Sheeran, Elton John;2;2017;11;10;2209;136;114
Wild Flower (with youjeen);RM;1;2022;12;2;353;136;155
Merry Christmas;Ed Sheeran, Elton John;2;2017;11;10;2209;136;114
O.O;NMIXX;1;2022;2;22;290;135;200
Brividi;Mahmood, Blanco;2;2022;2;2;1175;135;123
En La De Ella;Feid, Sech, Jhayco;3;2022;10;20;1320;134;97
TRUSTFALL;P!nk;1;2023;1;27;2098;134;122
Zona De Perigo;Leo Santana;1;2022;12;8;531;134;135
Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long);Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin;5;2023;5;1;577;134;74
LALA;Myke Towers;1;2023;3;23;1474;134;92
TRUSTFALL;P!nk;1;2023;1;27;2098;134;122
Zona De Perigo;Leo Santana;1;2022;12;8;531;134;135
Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long);Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin;5;2023;5;1;577;134;74
LALA;Myke Towers;1;2023;3;23;1474;134;92
LALA;Myke Towers;1;2023;3;23;1474;134;92
LALA;Myke Towers;1;2023;3;23;1474;134;92
die first;Nessa Barrett;1;2022;6;24;767;132;183
This Love (Taylor???s Ve;Taylor Swift;1;2022;5;6;1492;132;144
Take My Breath;The Weeknd;1;2021;8;6;2597;131;121
Take My Breath;The Weeknd;1;2021;8;6;2597;131;121
Layla;Sch??rze, DJ R;2;2022;3;24;832;130;140
Baile no Morro;Mc Vitin Da Igrejinha, MC Tairon, DJ Win;3;2022;6;10;685;129;130
Say Yes To Heaven;Lana Del Rey;1;2023;3;17;2000;128;100
Say Yes To Heaven;Lana Del Rey;1;2023;3;17;2000;128;100
Dance The Night (From Barbie The Album);Dua Lipa;1;2023;5;25;2988;127;110
Las Morras;BLESSD, Peso Pluma;2;2023;4;4;291;127;133
Deck The Hall - Remastered 1999;Nat King Cole;1;1959;1;1;3299;127;107
Dance The Night (From Barbie The Album);Dua Lipa;1;2023;5;25;2988;127;110
Las Morras;BLESSD, Peso Pluma;2;2023;4;4;291;127;133
Deck The Hall - Remastered 1999;Nat King Cole;1;1959;1;1;3299;127;107
Father Time (feat. Sampha);Kendrick Lamar, Sampha;2;2022;5;13;3107;127;153
Count Me Out;Kendrick Lamar;1;2022;5;13;2729;126;134
Soy El Unico;Yahritza Y Su Esencia;1;2022;3;25;226;126;84
Thinkin??? B;Morgan Wallen;1;2023;3;3;604;126;140
Thinkin??? B;Morgan Wallen;1;2023;3;3;604;126;140
LLYLM;ROSAL?;1;2023;1;27;1838;125;170
LLYLM;ROSAL?;1;2023;1;27;1838;125;170
Miserable Man;David Kushner;1;2022;1;7;788;124;110
Silent Hill;Kendrick Lamar, Kodak Black;2;2022;5;13;3028;123;140
Stay With Me (with Justin Timberlake, Halsey, & Pharrell);Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake;4;2022;7;15;3113;123;126
Hey, Mickey!;Baby Tate;1;2016;9;27;482;123;135
I AM;IVE;1;2023;4;10;366;123;122
Acr??s;Shakira;1;2023;5;11;955;123;144
Los del Espacio;Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk;8;2023;6;1;1150;123;120
Hey, Mickey!;Baby Tate;1;2016;9;27;482;123;135
I AM;IVE;1;2023;4;10;366;123;122
Acr??s;Shakira;1;2023;5;11;955;123;144
Los del Espacio;Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk;8;2023;6;1;1150;123;120
Bigger Than The Whole Sky;Taylor Swift;1;2022;10;21;1180;122;166
"""I m Tired - From """"Euphoria"""" An Original HBO Series""";Labrinth;1;2022;2;4;1888;122;71
"""Nobody Like U - From """"Turning Red""""""";Jordan Fisher, Josh Levi, Finneas O Connell, 4*TOWN (From Disney and Pixar???s Turning Red), Topher Ngo, Grayson Vill;6;2022;2;25;918;121;105
I Tried to Tell Y all;Ugly Dray, Tesla Jnr;2;2022;5;6;1657;121;96
La Loto;Anitta, Tini, Becky G;3;2022;7;6;945;121;90
Mu??;Steve Aoki, Tini, La Joaqui;3;2023;1;12;658;121;90
Mu??;Steve Aoki, Tini, La Joaqui;3;2023;1;12;658;121;90
How Do I Make You Love Me?;The Weeknd;1;2022;1;7;1915;119;121
Haegeum;Agust D;1;2023;4;21;244;119;85
How Do I Make You Love Me?;The Weeknd;1;2022;1;7;1915;119;121
Haegeum;Agust D;1;2023;4;21;244;119;85
Never Felt So Alone;Labrinth;1;2023;4;7;1730;118;98
Take Two;BTS;1;2023;6;9;674;118;93
Never Felt So Alone;Labrinth;1;2023;4;7;1730;118;98
Take Two;BTS;1;2023;6;9;674;118;93
Me Arrepent?;Ak4:20, Cris Mj, Pailita;3;2022;3;30;273;118;92
Gasoline;The Weeknd;1;2022;1;7;2297;117;123
REMIX EXCLUSIVO;Feid;1;2023;3;17;1235;117;87
on the street (with J. Cole);j-hope, J. Cole;2;2023;3;3;615;117;94
Gasoline;The Weeknd;1;2022;1;7;2297;117;123
REMIX EXCLUSIVO;Feid;1;2023;3;17;1235;117;87
on the street (with J. Cole);j-hope, J. Cole;2;2023;3;3;615;117;94
Dijeron Que No La Iba Lograr;Fuerza Regida, Chino Pacas;2;2023;3;14;320;116;142
Tubar??o Te;Dj LK da Esc??cia, Tchakabum, mc jhenny, M;4;2022;9;28;1003;116;130
Dijeron Que No La Iba Lograr;Fuerza Regida, Chino Pacas;2;2023;3;14;320;116;142
Tubar??o Te;Dj LK da Esc??cia, Tchakabum, mc jhenny, M;4;2022;9;28;1003;116;130
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series);The Weeknd, Madonna, Playboi Carti;3;2023;6;2;1945;115;99
Ni??a Bo;Sean Paul, Feid;2;2023;4;21;1305;115;91
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series);The Weeknd, Madonna, Playboi Carti;3;2023;6;2;1945;115;99
Ni??a Bo;Sean Paul, Feid;2;2023;4;21;1305;115;91
For Youth;BTS;1;2022;6;10;327;115;117
Poland;Lil Yachty;1;2022;6;23;1584;115;150
Area Codes;Kaliii, Kaliii;2;2023;3;17;1197;114;155
Area Codes;Kaliii, Kaliii;2;2023;3;17;1197;114;155
T??;dennis, MC Kevin o Chris;2;2023;5;4;731;112;130
T??;dennis, MC Kevin o Chris;2;2023;5;4;731;112;130
Privileged Rappers;Drake, 21 Savage;2;2022;11;4;1007;112;144
Raindrops (Insane) [with Travis Scott];Travis Scott, Metro Boomin;2;2022;12;2;880;111;112
Love Language;SZA;1;2022;12;9;1127;111;65
Raindrops (Insane) [with Travis Scott];Travis Scott, Metro Boomin;2;2022;12;2;880;111;112
Love Language;SZA;1;2022;12;9;1127;111;65
Ghost in the Machine (feat. Phoebe Bridgers);SZA, Phoebe Bridgers;2;2022;12;9;1634;110;125
Ghost in the Machine (feat. Phoebe Bridgers);SZA, Phoebe Bridgers;2;2022;12;9;1634;110;125
Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie);Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV;4;2023;6;2;1051;109;140
L???;Stromae;1;2022;1;9;2035;109;88
Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie);Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV;4;2023;6;2;1051;109;140
Thinking with My Dick;Kevin Gates, Juicy J;2;2013;7;16;1550;109;81
L???;Stromae;1;2022;1;9;2035;109;88
El Cielo;Feid, Myke Towers, Sky Rompiendo;3;2023;6;2;1298;108;106
Sugar Rush Ride;TOMORROW X TOGETHER;1;2023;1;27;359;108;125
El Cielo;Feid, Myke Towers, Sky Rompiendo;3;2023;6;2;1298;108;106
Sugar Rush Ride;TOMORROW X TOGETHER;1;2023;1;27;359;108;125
City of Gods;Kanye West, Alicia Keys, Fivio Foreign;3;2022;2;11;2096;107;147
Sigue;Ed Sheeran, J Balvin;2;1996;11;24;1370;107;88
Honest (feat. Don Toliver);Justin Bieber, Don Toliver;2;2022;4;29;1351;107;150
Broke Boys;Drake, 21 Savage;2;2022;11;4;1060;106;120
Private Landing (feat. Justin Bieber & Future);Don Toliver, Future, Justin Bieber;3;2023;2;23;1190;105;137
Princess Diana (with Nicki Minaj);Nicki Minaj, Ice Spice;2;2023;4;14;1444;105;148
Private Landing (feat. Justin Bieber & Future);Don Toliver, Future, Justin Bieber;3;2023;2;23;1190;105;137
Princess Diana (with Nicki Minaj);Nicki Minaj, Ice Spice;2;2023;4;14;1444;105;148
Cupid ??? Twin Ver. (FIFTY FIFTY) ??? Spe;sped up 8282;1;1997;1;1;472;104;144
I m Not Here To Make Friends;Sam Smith, Calvin Harris, Jessie Reyez;3;2023;1;27;1890;104;115
Cupid ??? Twin Ver. (FIFTY FIFTY) ??? Spe;sped up 8282;1;1997;1;1;472;104;144
I m Not Here To Make Friends;Sam Smith, Calvin Harris, Jessie Reyez;3;2023;1;27;1890;104;115
Right On;Lil Baby;1;2022;4;8;1116;102;166
Best Friends;The Weeknd;1;2022;1;7;1292;101;87
Best Friends;The Weeknd;1;2022;1;7;1292;101;87
Arc??ngel: Bzrp Music Sessions, Vol;Arcangel, Bizarrap;2;2023;3;22;654;100;124
Arc??ngel: Bzrp Music Sessions, Vol;Arcangel, Bizarrap;2;2023;3;22;654;100;124
Seek & Destroy;SZA;1;2022;12;9;1007;99;152
Seek & Destroy;SZA;1;2022;12;9;1007;99;152
"""Come Back Home - From """"Purple Hearts""""""";Sofia Carson;1;2022;7;12;367;98;145
Alone;Burna Boy;1;2022;11;4;782;96;90
Double Fantasy (with Future);The Weeknd, Future;2;2023;4;21;1169;96;119
People Pt.2 (feat. IU);IU, Agust D;2;2023;4;7;209;96;89
Everything I Love;Morgan Wallen;1;2023;1;31;579;96;104
Queencard;(G)I-DLE;1;2023;5;15;451;96;130
Double Fantasy (with Future);The Weeknd, Future;2;2023;4;21;1169;96;119
People Pt.2 (feat. IU);IU, Agust D;2;2023;4;7;209;96;89
Everything I Love;Morgan Wallen;1;2023;1;31;579;96;104
Queencard;(G)I-DLE;1;2023;5;15;451;96;130
Bye;Peso Pluma;1;2023;5;26;324;95;122
fukumean;Gunna;1;2023;5;15;1096;95;130
fukumean;Gunna;1;2023;5;15;1096;95;130
fukumean;Gunna;1;2023;5;15;1096;95;130
What It Is (Solo Version);Doechii;1;2023;3;17;804;95;172
Bye;Peso Pluma;1;2023;5;26;324;95;122
fukumean;Gunna;1;2023;5;15;1096;95;130
What It Is (Solo Version);Doechii;1;2023;3;17;804;95;172
Residente: Bzrp Music Sessions, Vol. 49;Residente, Bizarrap;2;2022;3;3;461;95;71
Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee);A$AP Rocky, Metro Boomin, Roisee;3;2023;6;2;727;94;90
Sem Alian??a no;MC Xenon, Os Gemeos da Putaria;2;2022;12;23;454;94;83
Used (feat. Don Toliver);SZA, Don Toliver;2;2022;12;8;1042;94;150
Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee);A$AP Rocky, Metro Boomin, Roisee;3;2023;6;2;727;94;90
Sem Alian??a no;MC Xenon, Os Gemeos da Putaria;2;2022;12;23;454;94;83
Used (feat. Don Toliver);SZA, Don Toliver;2;2022;12;8;1042;94;150
PERO T?;Karol G, Quevedo;2;2023;2;23;387;93;140
PERO T?;Karol G, Quevedo;2;2023;2;23;387;93;140
BackOutsideBoyz;Drake;1;2022;11;4;1045;93;142
So Good;Halsey;1;2022;6;9;1057;92;83
I Heard You re Married (feat. Lil Wayne);The Weeknd, Lil Wayne;2;2022;1;7;1178;92;110
UNFORGIVEN (feat. Nile Rodgers);Nile Rodgers, LE SSERAFIM;2;2023;5;1;327;92;104
I Heard You re Married (feat. Lil Wayne);The Weeknd, Lil Wayne;2;2022;1;7;1178;92;110
UNFORGIVEN (feat. Nile Rodgers);Nile Rodgers, LE SSERAFIM;2;2023;5;1;327;92;104
VAGABUNDO;Sebastian Yatra, Manuel Turizo, Be??;3;2023;5;12;1094;91;127
Agudo M??gi;Styrx, utku INC, Thezth;3;1930;1;1;323;91;130
Super;SEVENTEEN;1;2023;4;24;271;91;137
VAGABUNDO;Sebastian Yatra, Manuel Turizo, Be??;3;2023;5;12;1094;91;127
Agudo M??gi;Styrx, utku INC, Thezth;3;1930;1;1;323;91;130
Super;SEVENTEEN;1;2023;4;24;271;91;137
My Mind & Me;Selena Gomez;1;2022;11;3;953;91;144
Chance;Paulo Londra;1;2022;4;6;225;90;138
Rosa Pastel;Jasiel Nu??ez, Peso P;2;2023;2;2;200;90;123
Abcdario;Junior H, Eden Mu??;2;2023;5;13;262;90;129
Rosa Pastel;Jasiel Nu??ez, Peso P;2;2023;2;2;200;90;123
Abcdario;Junior H, Eden Mu??;2;2023;5;13;262;90;129
Ain???t Tha;Morgan Wallen;1;2023;3;3;356;89;121
Ain???t Tha;Morgan Wallen;1;2023;3;3;356;89;121
Special;SZA;1;2022;12;9;906;88;76
Here We Go??? Again (feat. Tyler, the Cr;The Weeknd, Tyler, The Creator;3;2022;1;7;1420;88;135
Special;SZA;1;2022;12;9;906;88;76
Here We Go??? Again (feat. Tyler, the Cr;The Weeknd, Tyler, The Creator;3;2022;1;7;1420;88;135
Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset);Swae Lee, Lil Wayne, Offset, Metro Boomin;4;2023;6;2;551;87;146
Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset);Swae Lee, Lil Wayne, Offset, Metro Boomin;4;2023;6;2;551;87;146
LADY GAGA;Gabito Ballesteros, Junior H, Peso Pluma;3;2023;6;22;332;86;140
LADY GAGA;Gabito Ballesteros, Junior H, Peso Pluma;3;2023;6;22;332;86;140
Savior;Kendrick Lamar, Sam Dew, Baby Keem;3;2022;5;13;2291;86;123
California Breeze;Lil Baby;1;2022;10;14;991;86;162
Hot Shit (feat. Ye & Lil Durk);Kanye West, Lil Durk, Cardi B;3;2022;7;1;1601;86;157
Bye Bye;Marshmello, Juice WRLD;2;2022;10;14;766;85;83
I Wrote The Book;Morgan Wallen;1;2023;1;31;430;83;144
I Wrote The Book;Morgan Wallen;1;2023;1;31;430;83;144
Red Ruby Da Sleeze;Nicki Minaj;1;2023;3;3;1168;81;98
DOGTOOTH;Tyler, The Creator;2;2023;3;27;1479;81;78
Novo Balan?;Veigh, Bvga Beatz, Supernova Ent, Prod Malax;4;2023;5;19;283;81;124
Red Ruby Da Sleeze;Nicki Minaj;1;2023;3;3;1168;81;98
DOGTOOTH;Tyler, The Creator;2;2023;3;27;1479;81;78
Novo Balan?;Veigh, Bvga Beatz, Supernova Ent, Prod Malax;4;2023;5;19;283;81;124
Do We Have A Problem?;Nicki Minaj, Lil Baby;2;2022;2;4;1064;81;120
Born Singer;BTS;1;2022;6;10;279;79;158
SABOR FRESA;Fuerza Regida;1;2023;6;22;250;78;130
On Time (with John Legend);John Legend, Metro Boomin;2;2022;12;2;398;78;80
Rumble;Skrillex, Flowdan, Fred again..;3;2022;1;17;2849;78;140
SABOR FRESA;Fuerza Regida;1;2023;6;22;250;78;130
On Time (with John Legend);John Legend, Metro Boomin;2;2022;12;2;398;78;80
Rumble;Skrillex, Flowdan, Fred again..;3;2022;1;17;2849;78;140
I Know - PR1SVX Edit;Kanii, PR1ISVX;2;2023;3;24;407;77;134
Shoong! (feat. LISA of BLACKPINK);TAEYANG, Lisa;2;2023;4;25;351;77;110
Primera Cita;Carin Leon;1;2022;4;20;266;77;158
Bite Me;ENHYPEN;1;2023;5;22;349;77;105
Conex??es de M??fia (feat. Rich;Rich The Kid, Matu?;2;2023;4;30;385;77;117
I Know - PR1SVX Edit;Kanii, PR1ISVX;2;2023;3;24;407;77;134
Shoong! (feat. LISA of BLACKPINK);TAEYANG, Lisa;2;2023;4;25;351;77;110
Primera Cita;Carin Leon;1;2022;4;20;266;77;158
Bite Me;ENHYPEN;1;2023;5;22;349;77;105
Conex??es de M??fia (feat. Rich;Rich The Kid, Matu?;2;2023;4;30;385;77;117
Purple Hearts;Kendrick Lamar, Ghostface Killah, Summer Walker;3;2022;5;13;2308;77;138
Blessed-Cursed;ENHYPEN;1;2022;1;10;246;77;127
psychofreak (feat. WILLOW);Camila Cabello, Willow;2;2022;4;7;918;75;180
Starry Eyes;The Weeknd;1;2022;1;7;1014;75;86
Starry Eyes;The Weeknd;1;2022;1;7;1014;75;86
SOS;SZA;1;2022;12;9;827;74;119
SOS;SZA;1;2022;12;9;827;74;119
A Veces (feat. Feid);Feid, Paulo Londra;2;2022;11;3;573;74;92
Cart??o B;MC Caverinha, KayBlack;2;2023;5;11;269;72;108
Cart??o B;MC Caverinha, KayBlack;2;2023;5;11;269;72;108
Obsessed;Abhijay Sharma, Riar Saab;2;2022;9;29;161;71;135
Obsessed;Abhijay Sharma, Riar Saab;2;2022;9;29;161;71;135
Con La Brisa;Ludwig Goransson, Foudeqush;2;2022;11;4;486;71;114
The Heart Part 5;Kendrick Lamar;1;2022;5;8;2939;71;98
The Rumbling (TV Size);SiM;1;2022;1;10;254;71;145
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray);Metro Boomin, Coi Leray;2;2023;6;2;332;70;120
Lovezinho;Treyce;1;2022;7;28;242;70;128
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray);Metro Boomin, Coi Leray;2;2023;6;2;332;70;120
Lovezinho;Treyce;1;2022;7;28;242;70;128
Hits Different;Taylor Swift;1;2023;5;26;547;69;106
Hits Different;Taylor Swift;1;2023;5;26;547;69;106
We Cry Together;Kendrick Lamar, Taylour Paige;2;2022;5;13;1635;69;108
Peaches (from The Super Mario Bros. Movie);Jack Black;1;2023;4;7;34;68;92
F2F;SZA;1;2022;12;9;989;68;90
Peaches (from The Super Mario Bros. Movie);Jack Black;1;2023;4;7;34;68;92
F2F;SZA;1;2022;12;9;989;68;90
VOID;Melanie Martinez;1;2023;3;29;596;67;100
Rauw Alejandro: Bzrp Music Sessions, Vol. 56;Rauw Alejandro, Bizarrap;2;2023;6;21;871;67;128
VOID;Melanie Martinez;1;2023;3;29;596;67;100
Rauw Alejandro: Bzrp Music Sessions, Vol. 56;Rauw Alejandro, Bizarrap;2;2023;6;21;871;67;128
SloMo;Chanel;1;2021;12;24;1211;66;105
Bussin;Nicki Minaj, Lil Baby;2;2022;2;11;847;65;140
Gospel (with Eminem);Eminem, Dr. Dre;2;2022;2;4;1040;65;117
"""Phir Aur Kya Chahiye (From """"Zara Hatke Zara Bachke"""")""";Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya;3;2023;5;15;178;65;100
S-Class;Stray Kids;1;2023;6;2;290;65;105
Barbie World (with Aqua) [From Barbie The Album];Nicki Minaj, Aqua, Ice Spice;3;2023;6;23;1117;65;144
Gone Girl;SZA;1;2022;12;9;892;65;150
"""Phir Aur Kya Chahiye (From """"Zara Hatke Zara Bachke"""")""";Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya;3;2023;5;15;178;65;100
S-Class;Stray Kids;1;2023;6;2;290;65;105
Barbie World (with Aqua) [From Barbie The Album];Nicki Minaj, Aqua, Ice Spice;3;2023;6;23;1117;65;144
Gone Girl;SZA;1;2022;12;9;892;65;150
Don???t Break My;The Weeknd;1;2022;1;7;1184;64;122
Don???t Break My;The Weeknd;1;2022;1;7;1184;64;122
Notice Me;SZA;1;2022;12;9;819;62;160
Notice Me;SZA;1;2022;12;9;819;62;160
Worldwide Steppers;Kendrick Lamar;1;2022;5;13;1480;62;72
thought i was playing;21 Savage, Gunna;2;2022;1;7;807;61;148
Mami Chula;Quevedo, Jhayco;2;2023;4;27;875;61;120
MOJABI GHOST;Tainy, Bad Bunny;2;2023;6;29;859;61;122
Mami Chula;Quevedo, Jhayco;2;2023;4;27;875;61;120
MOJABI GHOST;Tainy, Bad Bunny;2;2023;6;29;859;61;122
Snow On The Beach (feat. More Lana Del Rey);Lana Del Rey, Taylor Swift;2;2023;5;26;359;60;110
Snow On The Beach (feat. More Lana Del Rey);Lana Del Rey, Taylor Swift;2;2023;5;26;359;60;110
Man Made A Bar (feat. Eric Church);Morgan Wallen, Eric Church;2;2023;3;3;329;59;148
Man Made A Bar (feat. Eric Church);Morgan Wallen, Eric Church;2;2023;3;3;329;59;148
Mr. Morale;Kendrick Lamar, Tanna Leone;2;2022;5;13;1860;59;174
SORRY NOT SORRY;Tyler, The Creator;2;2023;3;31;709;58;96
69;Nicky Jam, Feid;2;2023;5;18;1134;58;93
Columbia;Quevedo;1;2023;7;7;714;58;100
Super Shy;NewJeans;1;2023;7;7;422;58;150
Super Shy;NewJeans;1;2023;7;7;422;58;150
Columbia;Quevedo;1;2023;7;7;714;58;100
Super Shy;NewJeans;1;2023;7;7;422;58;150
Columbia;Quevedo;1;2023;7;7;714;58;100
MONTAGEM - FR PUNK;Ayparia, unxbected;2;2012;6;20;641;58;129
(It Goes Like) Nanana - Edit;Peggy Gou;1;2023;6;15;2259;58;130
SORRY NOT SORRY;Tyler, The Creator;2;2023;3;31;709;58;96
69;Nicky Jam, Feid;2;2023;5;18;1134;58;93
Columbia;Quevedo;1;2023;7;7;714;58;100
Super Shy;NewJeans;1;2023;7;7;422;58;150
MONTAGEM - FR PUNK;Ayparia, unxbected;2;2012;6;20;641;58;129
(It Goes Like) Nanana - Edit;Peggy Gou;1;2023;6;15;2259;58;130
AMERICA HAS A PROBLEM (feat. Kendrick Lamar);Kendrick Lamar, Beyonc?;2;2023;5;19;896;57;126
POLARIS - Remix;Feid, Mora, Saiko, Quevedo;4;2023;6;8;773;57;170
???98 Braves;Morgan Wallen;1;2023;3;3;282;57;142
Smoking on my Ex Pack;SZA;1;2022;12;9;811;57;81
Conceited;SZA;1;2022;12;9;899;57;150
AMERICA HAS A PROBLEM (feat. Kendrick Lamar);Kendrick Lamar, Beyonc?;2;2023;5;19;896;57;126
POLARIS - Remix;Feid, Mora, Saiko, Quevedo;4;2023;6;8;773;57;170
???98 Braves;Morgan Wallen;1;2023;3;3;282;57;142
Smoking on my Ex Pack;SZA;1;2022;12;9;811;57;81
Conceited;SZA;1;2022;12;9;899;57;150
LUNA;Junior H, Peso Pluma;2;2023;6;22;201;56;128
LUNA;Junior H, Peso Pluma;2;2023;6;22;201;56;128
SPACE MAN;Sam Ryder;1;2022;2;22;1329;55;80
25k jacket (feat. Lil Baby);Gunna, Lil Baby;2;2022;1;7;620;55;115
Mirror;Kendrick Lamar;1;2022;5;13;1929;54;92
Stefania (Kalush Orchestra);KALUSH;1;2022;3;10;555;54;105
Still Life;BIGBANG;1;2022;4;5;181;54;118
Lady Mi Amor;Feid;1;2022;9;13;330;54;93
BABY HELLO;Rauw Alejandro, Bizarrap;2;2023;6;23;1004;54;130
"""Tere Vaaste (From """"Zara Hatke Zara Bachke"""")""";Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain;5;2023;5;22;182;54;110
Dawn FM;The Weeknd;1;2022;1;7;811;54;78
BABY HELLO;Rauw Alejandro, Bizarrap;2;2023;6;23;1004;54;130
"""Tere Vaaste (From """"Zara Hatke Zara Bachke"""")""";Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain;5;2023;5;22;182;54;110
Dawn FM;The Weeknd;1;2022;1;7;811;54;78
HAPPY;NF;1;2023;3;25;660;53;106
HAPPY;NF;1;2023;3;25;660;53;106
Far;SZA;1;2022;12;9;680;52;116
Lilith (feat. SUGA of BTS) (Diablo IV Anthem);Halsey, Suga;2;2023;6;5;215;52;84
I Can See You (Taylor???s Version) (From The;Taylor Swift;1;2023;7;7;516;52;123
TULUM;Peso Pluma, Grupo Frontera;2;2023;6;28;266;52;168
Far;SZA;1;2022;12;9;680;52;116
Lilith (feat. SUGA of BTS) (Diablo IV Anthem);Halsey, Suga;2;2023;6;5;215;52;84
I Can See You (Taylor???s Version) (From The;Taylor Swift;1;2023;7;7;516;52;123
TULUM;Peso Pluma, Grupo Frontera;2;2023;6;28;266;52;168
Mejor Que Yo;Mambo Kingz, DJ Luian, Anuel Aa;3;2023;5;4;675;51;178
Mejor Que Yo;Mambo Kingz, DJ Luian, Anuel Aa;3;2023;5;4;675;51;178
Worst Day;Future;1;2022;2;11;910;51;89
Too Late;SZA;1;2022;12;8;714;49;128
Too Late;SZA;1;2022;12;8;714;49;128
Cheques;Shubh;1;2023;5;19;67;48;90
Cheques;Shubh;1;2023;5;19;67;48;90
XQ Te Pones As?;Yandel, Feid;2;2022;9;13;308;47;92
Stand By Me (feat. Morgan Wallen);Lil Durk, Morgan Wallen;2;2023;5;26;381;46;134
Karma (feat. Ice Spice);Taylor Swift, Ice Spice;2;2023;5;26;588;46;90
Stand By Me (feat. Morgan Wallen);Lil Durk, Morgan Wallen;2;2023;5;26;381;46;134
Karma (feat. Ice Spice);Taylor Swift, Ice Spice;2;2023;5;26;588;46;90
Pi??man De?;"Semicenk, Do??u ";2;2023;6;2;185;44;98
CORAZ??N VA;Maria Becerra;1;2023;6;22;370;44;98
